timestamp,symbol,price,beta,banker,momentum_4w,return_20d,tier,theme,theme_score,pure_play_score,theme_verdict,final_decision,conviction,sector_status,upside_potential,bullish_factors,risk_factors,reasoning,passed_all_gates
2026-01-06 19:44:40,SERV,12.65,2.68,100,4.3,-5.7,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:44:40,UCTT,31.66,2.29,100,21.5,18.0,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:44:40,PI,184.9,2.15,100,27.2,16.6,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:44:40,CC,13.05,2.08,82.9,0.8,7.0,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:44:40,ALGM,31.43,1.95,100,15.9,9.3,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:44:40,VSAT,41.42,1.86,100,15.6,12.0,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:44:40,FIX,1019.03,1.81,84.0,5.3,3.0,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:44:40,PENG,21.31,1.76,67.9,2.3,-3.6,TIER2,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:44:40,IBKR,72.73,1.65,100,13.4,10.5,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:44:40,CTOS,6.14,1.64,57.6,0.2,2.0,TIER3,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:44:40,XYZ,69.1,1.62,84.2,6.7,13.2,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:44:40,BBWI,21.83,1.6,99.5,8.9,11.1,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:44:40,FUTU,181.37,1.56,83.6,5.8,5.5,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:44:40,TLN,391.87,1.53,79.8,10.0,10.9,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:44:40,PENN,14.95,1.51,68.6,4.7,8.6,TIER2,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:44:40,VECO,32.49,1.51,80.4,6.1,1.1,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:44:40,SVC,2.08,1.5,100,9.5,14.3,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:51:58,RCAT,10.84,2.68,100,34.8,31.0,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:51:58,SERV,12.68,2.68,100,4.6,-5.5,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:51:58,UCTT,31.8,2.29,100,22.1,18.6,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:51:58,PI,184.75,2.15,100,27.1,16.5,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:51:58,CC,13.06,2.08,83.3,0.8,7.0,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:51:58,ALGM,31.42,1.95,100,15.9,9.3,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:51:58,VSAT,41.62,1.86,100,16.2,12.5,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:51:58,FIX,1021.54,1.8,85.2,5.5,3.2,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:51:58,PENG,21.31,1.76,67.9,2.3,-3.6,TIER2,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:51:58,IBKR,72.85,1.65,100,13.6,10.7,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:51:58,CTOS,6.12,1.64,55.9,-0.2,1.7,TIER3,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:51:58,XYZ,69.17,1.62,84.8,6.8,13.3,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:51:58,BBWI,21.88,1.6,100,9.1,11.3,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:51:58,FUTU,181.15,1.56,82.9,5.7,5.4,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:51:58,TLN,392.61,1.53,80.8,10.2,11.1,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:51:58,PENN,14.97,1.51,69.2,4.8,8.7,TIER2,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:51:58,VECO,32.45,1.51,79.7,6.0,1.0,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:51:58,SVC,2.08,1.5,100,9.5,14.3,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:58:44,RCAT,10.85,2.68,100,35.0,31.3,TIER1,Defense & Aerospace,0.0,95,GOOD FIT,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:58:44,UCTT,31.78,2.29,100,22.0,18.5,TIER1,Semiconductors & AI Chips,0.0,85,GOOD FIT,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:58:44,ALGM,31.43,1.95,100,15.9,9.3,TIER1,Grid Infrastructure & Electrification,0.0,70,STRONG FIT,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:58:44,FIX,1019.09,1.8,84.0,5.3,3.0,TIER1,Grid Infrastructure & Electrification,0.0,65,STRONG FIT,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:58:44,PENG,21.36,1.76,69.1,2.5,-3.4,TIER2,Semiconductors & AI Chips,0.0,60,GOOD FIT,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:58:44,CTOS,6.13,1.64,56.8,0.0,1.8,TIER3,Grid Infrastructure & Electrification,0.0,70,GOOD FIT,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:58:44,TLN,392.93,1.53,81.2,10.3,11.2,TIER1,Nuclear Power Renaissance,0.0,80,STRONG FIT,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:58:44,VECO,32.4,1.51,78.8,5.8,0.8,TIER1,Semiconductors & AI Chips,0.0,85,GOOD FIT,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 20:04:47,ALGM,31.5,1.95,100,16.2,9.6,TIER1,Copper & Electrification Materials,0.0,60,GOOD FIT,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 20:04:47,FIX,1021.29,1.8,85.1,5.5,3.2,TIER1,Grid Infrastructure & Power Equipment,0.0,70,STRONG FIT,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 20:04:47,IBKR,72.77,1.65,100,13.4,10.6,TIER1,Financials / Regional Banks,0.0,50,GOOD FIT,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 20:04:47,CTOS,6.13,1.64,56.8,0.0,1.8,TIER3,Grid Infrastructure & Power Equipment,0.0,75,STRONG FIT,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 20:04:47,TLN,393.05,1.53,81.4,10.3,11.2,TIER1,Nuclear Energy & SMRs,0.0,85,STRONG FIT,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 21:53:47,RCAT,10.91,2.68,100,35.7,31.9,TIER1,Defense & Aerospace Modernization,0.0,85,GOOD FIT,CONSIDER,3,NEUTRAL,High (50%+),Pure-play on counter-drone/UAV defense - one of hottest Pentagon priorities post-Ukraine/Gaza lessons; DOD Replicator initiative specifically targets mass drone production - RCAT positioned; Recent Fl,Already up 400%+ from 2024 lows - much of the re-rating may be priced in; Cash runway and potential dilution if contract timing slips; Competition from larger defense primes entering drone space (Krat,RCAT is a legitimate beneficiary of the defense drone theme with real products and partnerships. The thesis is intact and the theme momentum is exceptional. However; the stock has already made a massive move from ~$2 to $11; raising the question of whether the easy money has been made. Without curre,YES
2026-01-06 21:53:47,UCTT,31.63,2.29,100,21.4,17.9,TIER1,Semiconductors / AI Chips,0.0,90,GOOD FIT,CONSIDER,3,NEUTRAL,High (50%+),Ultra Clean is a pure-play semiconductor equipment services/parts supplier - direct AI capex beneficiary; CHIPS Act tailwind as fabs build out domestic capacity - UCTT provides critical contamination ,"Cyclical timing risk - semiconductor equipment cycle may not inflect until late 2025; Customer concentration - dependent on major OEMs (Lam, Applied Materials relationships); Theme is 'crowded' per sc",UCTT offers legitimate 50-100% upside IF the semiconductor equipment cycle turns decisively in H2 2025. However; theme scores only 6.6/10 (crowded/high expectations); and catalyst timing is uncertain. This is a 'right company; unclear timing' setup. The stock needs either: (1) evidence of order book,YES
2026-01-06 21:53:47,ALGM,31.43,1.95,100,15.9,9.3,TIER1,Grid Modernization & Power Infrastructure,0.0,55,GOOD FIT,CONSIDER,3,NEUTRAL,High (50%+),"Pure-play on power semiconductors for EV, grid, and industrial electrification; Magnetic sensors and power ICs critical for EV drivetrains and charging infrastructure; Long-term secular tailwinds from",Sanken stake overhang - potential secondary offering pressure; Auto/EV demand softness could extend inventory correction; Valuation may be rich relative to near-term earnings trajectory; Smaller cap (,ALGM has strong thematic alignment with grid modernization via its power semiconductors for EVs and industrial applications; but near-term fundamentals face headwinds from inventory digestion and auto weakness. The Sanken overhang creates technical pressure. For 50-100% upside; would need clear cycl,YES
2026-01-06 21:53:47,FIX,1026.99,1.81,87.9,6.1,3.8,TIER1,Grid Modernization & Power Infrastructure,0.0,70,STRONG FIT,TRADE,4,BULLISH,High (50%+),Comfort Systems (FIX) is THE pure-play electrical/mechanical contractor for data center buildouts - directly tied to AI infrastructure bottleneck; Backlog growth has been exceptional (20%+ YoY) with m,Valuation now pricing in perfection - any execution stumble punished severely; Labor cost inflation could compress margins if not passed through; Customer concentration with hyperscalers creates binar,FIX is arguably the best pure-play on the Grid Modernization/Power Infrastructure theme with proven execution and massive backlog visibility. The stock has run hard; but the underlying demand (data centers; grid upgrades; reshoring) is multi-year and accelerating. At $1;000+ it's priced for continue,YES
2026-01-06 21:53:47,CTOS,6.16,1.64,59.1,0.5,2.3,TIER3,Grid Modernization & Power Infrastructure,0.0,75,GOOD FIT,CONSIDER,3,NEUTRAL,High (50%+),Direct exposure to utility capex boom - they provide specialty trucks and equipment utilities need for grid work; Transformer lead times and grid bottleneck thesis plays directly into increased equipm,Balance sheet leverage - ~4x net debt/EBITDA constrains flexibility; Integration of Nesco acquisition may still be creating operational noise; Small cap with thin trading volume - position sizing crit,CTOS has legitimate exposure to the grid modernization theme - utilities need their specialty equipment to execute on capex plans. The depressed valuation and beaten-down stock price create asymmetric upside IF the company can demonstrate execution and begin deleveraging. However; the leveraged bala,YES
2026-01-06 21:53:47,TLN,392.45,1.53,80.3,10.1,11.1,TIER1,Nuclear Renaissance / Uranium,0.0,80,STRONG FIT,TRADE,4,BULLISH,High (50%+),Largest competitive nuclear fleet in US post-merger - pure play on AI power demand; Tech giants actively pursuing nuclear PPAs - TLN prime candidate after CEG/MSFT deal; Texas/ERCOT exposure provides ,Valuation extended - needs catalyst execution not just hope; Regulatory risk if nuclear PPAs get political scrutiny (see FERC/Talen issues); Natural gas price collapse would compress power pricing; Ex,TLN sits at the epicenter of the nuclear renaissance theme with the largest competitive nuclear fleet post-Vistra merger. The company is a prime candidate for hyperscaler data center PPAs following the Constellation/Microsoft blueprint. While the stock has moved significantly; the AI-driven power de,YES
2026-01-06 21:53:47,VECO,32.74,1.51,83.8,6.9,1.9,TIER1,Semiconductors / AI Chips,0.0,85,GOOD FIT,CONSIDER,3,NEUTRAL,High (50%+),Exposure to advanced packaging (ion beam deposition for HBM) - structural AI tailwind; MOCVD leadership positions them for GaN/SiC power semiconductor ramp; Valuation historically reasonable for equip,Customer concentration in foundry/memory - single order cancellation moves stock significantly; China revenue exposure - potential export control headwinds; Equipment spending can cliff quickly if hyp,VECO has legitimate exposure to AI-driven semiconductor trends (HBM packaging; compound semis); but the setup is not asymmetric enough for high conviction. The semiconductor theme is rated only 6.6/10 as 'crowded with elevated expectations;' meaning the easy money may already be made. For 50-100% up,YES
2026-01-09 20:16:19,SERV,14.8,2.69,100,22.0,15.2,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,RCAT,12.19,2.61,100,51.6,38.7,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,PGY,25.84,2.38,100,13.8,3.5,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,UCTT,33.7,2.3,100,29.4,20.0,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,PI,212.59,2.15,100,46.3,39.3,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,CC,14.18,2.14,100,9.5,7.8,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,ALGM,31.33,1.95,100,15.5,10.0,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,VSAT,40.38,1.89,100,12.7,5.5,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,FIX,1009.73,1.82,78.5,4.3,-1.5,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,TNGX,11.36,1.73,100,21.5,24.8,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,VNET,10.42,1.73,100,13.5,12.8,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,IBKR,70.17,1.66,77.9,9.4,6.2,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,CTOS,6.2,1.65,62.7,1.1,-2.1,TIER2,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,PWP,18.97,1.63,77.7,6.5,2.9,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,BBWI,23.27,1.62,100,16.1,16.7,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,TOI,4.2,1.62,100,11.0,11.6,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,SHAK,91.99,1.6,93.0,10.6,16.1,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,XYZ,69.13,1.6,73.1,6.8,8.7,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,CGON,54.97,1.58,100,34.3,32.1,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,FUTU,178.73,1.56,73.1,4.2,3.4,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,VTYX,13.81,1.55,87.2,68.6,62.4,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,SVC,2.12,1.51,100,11.8,12.4,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,REZI,37.34,1.5,73.6,3.2,3.0,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:16:19,VECO,33.12,1.5,89.2,8.2,2.6,TIER1,,0.0,0,ERROR,ERROR,0,,,,,,NO
2026-01-09 20:45:21,RCAT,11.61,2.61,100,44.5,32.1,TIER1,Defense / Aerospace,0.0,95,GOOD FIT,CONSIDER,3,BULLISH,High (50%+),"Sole winner of U.S. Army Short Range Reconnaissance (SRR) Program of Record - exclusive defense contract position; FCC enforcement of NDAA Section 1709 effective Dec 23, 2025 restricts DJI/Autel from ",Securities class action lawsuit overhang - could result in settlement/liability and management distraction; High execution risk: must deliver record Q4 to hit lowered FY25 guidance ($34.5-37.5M); Shor,RCAT is a high-conviction defense/drone play with a unique catalyst: the FCC's Dec 23; 2025 enforcement of NDAA Section 1709 effectively banning Chinese drones (DJI/Autel) from the US market creates a massive addressable market shift toward NDAA-compliant American manufacturers like RCAT. The compan,YES
2026-01-09 20:45:21,FIX,1009.24,1.82,78.2,4.3,-1.5,TIER1,Data Center Cooling / Liquid Cooling,0.0,40,STRONG FIT,CONSIDER,3,BULLISH,High (50%+),Record $9.38B backlog up 65% YoY with strong tech/data center mix driving multi-year revenue visibility; Q3 2025 EPS of $8.25 crushed estimates by $2.00 (32% beat); revenue beat by 10%+; EPS doubled Y,"Premium valuation (42x P/E) limits upside potential; analyst targets suggest ~15-20% upside vs 50-100% target; Insider selling pattern across CEO, CFO, COO, directors - though at elevated prices after",FIX is an exceptional operator with record fundamentals and strong theme alignment to AI/data center infrastructure; but the setup does NOT meet our 50-100% return target. Stock is up 115%+ in 12 months with P/E at 42x and analyst targets only 15-20% above current price ($1;140-1;200 vs ~$1;009). Th,YES
2026-01-09 20:45:21,TNGX,11.54,1.73,100,23.4,26.8,TIER1,Healthcare / Biotech,0.0,100,STRONG FIT,CONSIDER,3,BULLISH,High (50%+),"Strong TNG462/vopimetostat clinical data: 49% ORR, 9.1 month mPFS in histology-agnostic cohort - potential best-in-class PRMT5 inhibitor; Massive analyst support: 5 Buy / 0 Sell ratings, consensus Str","Clinical trial execution risk - still Phase 1/2, need FDA alignment on pivotal trial design; Dilution overhang from $100M ATM facility - could weigh on stock during ramp; Competitive pressure from BMS",TNGX has compelling asymmetric setup with best-in-class clinical data in precision oncology (49% ORR; 9.1mo mPFS); massive recent earnings beat; and clear 2026 registrational trial catalyst. Street is overwhelmingly bullish with unanimous Buy ratings and multiple recent price target increases. Howev,YES
2026-01-09 20:45:21,VNET,10.4,1.73,100,13.3,12.6,TIER1,Data Center Cooling / Liquid Cooling,0.0,60,GOOD FIT,TRADE,4,BULLISH,High (50%+),Wholesale IDC revenue surged 112.5% YoY to RMB854M driven by China AI infrastructure boom; 100% analyst Strong Buy consensus with price targets ranging $12.50-$25.13 (27-140% upside); Goldman Sachs ex,China regulatory/geopolitical risk - U.S.-China tensions and data sovereignty rules; High capital intensity requiring continued debt financing for expansion; Competition from GDS Holdings and hypersca,VNET is a direct China AI infrastructure play benefiting from explosive demand - wholesale IDC revenue up 112.5% YoY with 674MW capacity and 100% commitment rates. Street is unanimously bullish (100% Strong Buy) with significant upside to price targets ($13.20 avg vs $10.40 current). While debt leve,YES
2026-01-09 20:45:21,CTOS,6.22,1.65,64.7,1.5,-1.7,TIER2,Grid Infrastructure / Electrical Equipment,0.0,85,STRONG FIT,CONSIDER,2,NEUTRAL,Uncertain,"Strong theme alignment - electric utility, telecom, rail infrastructure equipment directly benefits from grid modernization megatrend; Reaffirmed FY2025 revenue guidance $1.97-$2.06B despite Q3 miss s",No clear catalyst for 50-100% move - theme exposure alone insufficient for asymmetric return; High leverage (4x+) means any slowdown could quickly pressure stock; Recent revenue deceleration suggests ,CTOS has excellent theme alignment with the Grid Infrastructure/Electrical Equipment thesis and is a genuine beneficiary of utility modernization capex. However; the stock lacks the catalyst density needed for 50-100%+ returns. Recent quarters show slowing growth; Q3 missed revenue estimates; and an,YES
2026-01-09 20:45:21,CGON,53.92,1.58,100,31.7,29.6,TIER1,Healthcare / Biotech,0.0,100,GOOD FIT,TRADE,4,BULLISH,High (50%+),Rolling BLA submission initiated for cretostimogene with completion expected 2026 - potential FDA approval by late 2026; PIVOT-006 Phase 3 data now expected 1H 2026 (nearly 1 year ahead of schedule) -,FDA approval is binary risk - regulatory rejection would devastate stock; Short interest at 15.2% creates elevated volatility risk; Pre-revenue biotech with significant ongoing losses; Single-asset fo,CGON presents a compelling asymmetric biotech setup with multiple de-risking catalysts within 90 days. The company has initiated a rolling BLA for cretostimogene (FDA Fast Track + Breakthrough Therapy designations) with potential approval by late 2026; and just announced PIVOT-006 Phase 3 data exped,YES
2026-01-12 23:51:43,TRON,1.66,2.89,87.0,11.4,-3.5,TIER1,,0.0,0,SKIPPED,TECHNICAL_ONLY,0,,,,,,NO
2026-01-13 01:04:52,TRON,1.66,2.89,87.0,11.4,-3.5,TIER1,,0.0,0,SKIPPED,TECHNICAL_ONLY,0,,,,,,NO
2026-01-13 01:11:36,TRON,1.66,2.89,87.0,11.4,-3.5,TIER1,,0.0,0,SKIPPED,TECHNICAL_ONLY,0,,,,,,NO
2026-01-13 01:13:22,TRON,1.66,2.89,87.0,11.4,-3.5,TIER1,,0.0,0,SKIPPED,TECHNICAL_ONLY,0,,,,,,NO
2026-01-13 17:42:28,TRON,1.71,2.89,100,14.4,6.6,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,KOPN,3.05,2.63,100,26.9,23.3,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,COMM,19.54,2.6,82.8,6.8,2.7,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,AEHR,27.1,2.53,100,24.3,18.2,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,QUBT,11.91,2.52,76.3,9.4,9.2,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,INOD,64.67,2.5,100,22.0,31.4,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,RXRX,4.71,2.38,75.8,10.6,12.1,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,SYM,72.14,2.36,100,22.3,20.8,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,ACHR,8.48,2.32,62.0,4.0,8.4,TIER2,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,QBTS,29.28,2.31,72.8,9.2,23.4,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,BBBY,6.6,2.28,90.2,9.6,5.6,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,MPWR,984.97,2.26,69.6,5.3,3.9,TIER2,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,SEI,54.63,2.25,100,21.5,25.4,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,AUR,4.61,2.24,93.9,10.9,10.4,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,PCT,10.49,2.22,100,18.1,31.0,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,OUST,28.09,2.18,100,26.4,27.2,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,NFE,1.25,2.17,71.4,2.9,4.6,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,RZLV,3.65,2.17,100,43.1,57.3,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,ACDC,4.47,2.15,100,17.5,7.6,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,APLD,37.14,2.07,100,33.4,61.6,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,FLNC,25.03,2.03,100,25.4,16.3,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,RXO,15.03,1.98,99.8,10.8,0.2,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,ASPI,7.4,1.96,100,21.7,30.1,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,BE,144.69,1.93,100,62.9,61.5,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,DNA,9.9,1.91,100,22.2,14.2,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,PRME,4.21,1.87,100,15.7,4.2,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,LEU,309.53,1.83,100,18.2,35.3,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,ZBRA,264.13,1.68,71.4,5.0,-0.4,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,XPRO,15.27,1.66,100,17.7,10.8,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,RIG,4.38,1.65,81.6,10.3,7.4,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,CWH,11.69,1.64,100,16.9,16.9,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
2026-01-13 17:42:28,HYLN,2.07,1.63,93.2,11.3,12.5,TIER1,,0.0,0,ERROR,CONSIDER,0,UNKNOWN,Uncertain,,Could not complete analysis,Analysis failed after 5 attempts,YES
